Behavior,Acceptance Rate_mean,Acceptance Rate_std,Initial Offer_mean,Initial Offer_std,Player 1 Payoff_mean,Player 1 Payoff_std,Player 2 Payoff_mean,Player 2 Payoff_std,Player 1 Win Rate_mean,Player 1 Win Rate_std,Conversation Rounds_mean,Conversation Rounds_std
Baseline,0.9824074074074074,0.041155677000206246,21.328703703703702,17.175375489197087,58.810846560846564,7.356688564884878,39.42989417989418,6.4840530968512144,0.8377976190476191,0.2934680764661838,2.583730158730159,0.49056053343003525
Gujarati,0.9201388888888888,0.13940874930475508,22.897222222222222,20.96969226829904,51.68015873015873,13.836158773593889,40.33373015873016,13.916467780393067,0.6326388888888889,0.38828258111150543,2.974272486772487,0.5459016358052664
Hindi,0.8722222222222222,0.18155705153742435,15.939814814814815,18.937570338693376,51.56481481481482,14.276290716360192,35.657407407407405,12.4832959845641,0.8618055555555556,0.22614630369166036,2.950925925925926,0.785980673524806
Marwadi,0.9469907407407407,0.07022748762917248,17.235185185185184,19.488849632738262,59.42800925925926,9.508085965904785,35.271064814814814,11.309270321275463,0.7816468253968254,0.25390703880983134,3.3108796296296297,0.7038618603284246
Punjabi,0.9648148148148148,0.07040580359032486,20.77777777777778,16.532659918945612,57.89351851851852,6.303022377887188,38.58796296296296,7.615384715307554,0.8099867724867725,0.18309797875583717,3.2111111111111112,0.9499955697220818
